	category	subcategory	code	name	url	description	unit_price
698	Display & LED	LED Drivers	MIKROE-4787	LED Driver 10 Click	https://www.mikroe.com/led-driver-10-click	LED Driver 10 Click is a compact add-on board that simplifies the control of multiple LEDs. This board features the TLC59283, a 16-channel, constant-current sink light-emitting diode (LED) driver with pre-charge FET from Texas Instruments. Each LED channel can be individually controlled with a simple SPI serial communication protocol compatible with both...	9.00
699	Display & LED	LED Drivers	MIKROE-4757	LED Driver 11 Click	https://www.mikroe.com/led-driver-11-click	LED Driver 11 Click is a compact add-on board that simplifies the control of multiple LEDs. This board features the WLMDU9456001JT (172946001), a fully integrated constant current LED driver with the buck switching regulator and inductor in a single package from Würth Elektronik. It offers high efficiency, delivers up to 450mA of LED current, and operates...	27.00
700	Display & LED	LED Drivers	MIKROE-4965	LED Driver 13 Click	https://www.mikroe.com/led-driver-13-click	LED Driver 13 Click is a compact add-on board that simplifies the control of multiple LEDs. This board features the A80604-1, a 4-channel LED driver designed at a switching frequency of 400kHz that provides 150mA per channel from Allegro Microsystems. It is powered by an external power supply in the range of 6V to 18V, providing an output voltage of...	25.00
701	Display & LED	LED Drivers	MIKROE-4977	LED Driver 12 Click	https://www.mikroe.com/led-driver-12-click	LED Driver 12 Click is a compact add-on board that simplifies the control of multiple LEDs. This board features the PCA9532, a 16-bit I2C-configurable I/O expander optimized for dimming LEDs in 256 discrete Red/Green/Blue (RGB) steps from NXP Semiconductors. The PCA9532 offers high efficiency, supporting up to 16 LED channels and delivering a maximum of...	12.00
702	Display & LED	LED Drivers	MIKROE-4996	LED Driver 14 Click	https://www.mikroe.com/led-driver-14-click	LED Driver 14 Click is a compact add-on board that simplifies the control of multiple LEDs. This board features the BD18337EFV-M, a reliable four-channel constant current LED driver from Rohm Semiconductor. It is powered by an external power supply in the range of 5.5V to 20V, providing a maximum output current of 150mA per channel. The BD18337EFV-M also...	19.00
703	Display & LED	LED Matrix	MIKROE-1295	8x8 R Click	https://www.mikroe.com/8x8-r-click	8x8 R click is a 64 LED matrix display Click board™, composed of SMD LEDs organized in 8 rows by 8 columns. It has a digital brightness control in 16 steps, it can control every LED in the display matrix independently, it blanks the display on power up to eliminate glitches and it requires a single resistor to control the current through all the LEDs at...	15.00
704	Display & LED	LED Matrix	MIKROE-1306	8x8 G Click	https://www.mikroe.com/8x8-g-click	8x8 G click is a 64 LED matrix display Click board™, composed of SMD LEDs organized in 8 rows by 8 columns. It has a digital brightness control in 16 steps, it can control every LED in the display matrix independently, it blanks the display on power up to eliminate glitches and it requires a single resistor to control the current through all the LEDs at...	15.00
705	Display & LED	LED Matrix	MIKROE-1294	8x8 Y Click	https://www.mikroe.com/8x8-y-click	8x8 Y click is a 64 LED matrix display Click board™, composed of SMD LEDs organized in 8 rows by 8 columns. It has a digital brightness control in 16 steps, it can control every LED in the display matrix independently, it blanks the display on power up to eliminate glitches and it requires a single resistor to control the current through all the LEDs at...	15.00
706	Display & LED	LED Matrix	MIKROE-1307	8x8 B Click	https://www.mikroe.com/8x8-b-click	8x8 B click is a 64 LED matrix display Click board™, composed of SMD LEDs organized in 8 rows by 8 columns. It has a digital brightness control in 16 steps, it can control every LED in the display matrix independently, it blanks the display on power up to eliminate glitches and it requires a single resistor to control the current through all the LEDs at...	18.00
707	Display & LED	LED Matrix	MIKROE-1881	4X4 RGB Click	https://www.mikroe.com/4x4-rgb-click	"4x4 RGB click is a matrix of 16 ""intelligent"" RGB elements, forming a 4x4 display screen. These LED elements feature internal logic, which allows them to communicate directly with the MCU. These intelligent LEDs are meant to be cascaded: the elements communicate by a single line with the host MCU and they feature a signal reshaping section, so the data..."	19.00
708	Display & LED	LED Matrix	MIKROE-1993	7x10 R Click	https://www.mikroe.com/7x10-r-click	70 red LEDs for displaying symbols and characters7x10 R click is a LED dot matrix display click, which can be used to display graphics or letters in a very simple and easy way. The click board has two LED dot matrix modules with 7x5 stylish, round, dot-like LED elements. These displays produce clean and uniform patterns since the elements are optically...	15.00
709	Display & LED	LED Matrix	MIKROE-2153	Led ring R Click	https://www.mikroe.com/led-ring-r-click	LED ring  R click is a mikroBUS™ add-on board with a ring of 32 red LEDs driven by four 74HC595 serial-in, parallel-out shift registers.	16.00
710	Display & LED	LED Matrix	MIKROE-2239	Matrix RGB Click	https://www.mikroe.com/matrix-rgb-click	Matrix RGB click is a mikroBUS™ add-on board powered by a 32-bit FT900 MCU designed specifically for powering 16x32 RGB LED matrices. The board has a 16 wire IDC connector for connecting to a single 16x32 LED panel; however, the firmware inside the FT900x chip can drive more than one panel. Multiple panels can be connected to each other into a daisy-chain...	24.00
711	Display & LED	LED Matrix	MIKROE-2246	Matrix G Click	https://www.mikroe.com/matrix-g-click	Matrix G click is a mikroBUS add-on board with two green 5x7 matrices driven by two MAX7219 8-bit LED Display Drivers. The active area of each matrix is 7.62mm high and 5.08 mm wide.	29.00
712	Display & LED	LED Matrix	MIKROE-2245	Matrix R Click	https://www.mikroe.com/matrix-r-click	Matrix R click is a mikroBUS add-on board with two red 5x7 matrices driven by two MAX7219 8-bit LED Display Drivers. The active area of each matrix is 7.62mm high and 5.08 mm wide...	18.85
713	Display & LED	LED Matrix	MIKROE-2520	16x9 G Click	https://www.mikroe.com/16x9-g-click	16x9 click is an array of 144 LEDs, driven by a single IC with relatively low pin count (28). Driving so many LED elements with reasonably low pin count IC is possible by utilizing a cross-plexing LED driving technique. This technique is also known as the Charlie-plexing since it was first proposed by Charlie Allen, an engineer from Maxim Integrated. The...	22.10
714	Display & LED	LED Matrix	MIKROE-2705	7x10 G Click	https://www.mikroe.com/7x10-g-click	70 green LEDs for displaying symbols and characters7x10 G click is a LED dot matrix display click, which can be used to display graphics or letters in a very simple and easy way. The click board has two LED dot matrix modules with 7x5 stylish, round, dot-like LED elements. These displays produce clean and uniform patterns since the elements are...	15.00
715	Display & LED	LED Matrix	MIKROE-2758	16x12 G Click	https://www.mikroe.com/16x12-g-click	Add a green LED display to your design.16x12 G click carries a 16x12 LED display and the IS31FL3733 matrix driver. The click is designed to run on either 3.3V or 5V power supply. It communicates with the target microcontroller over I2C interface, and the following pins on the mikroBUS™ line: INT, RST, CS.	30.00
716	Display & LED	LED Matrix	MIKROE-2790	7x10 Y Click	https://www.mikroe.com/7x10-y-click	70 yellow LEDs for displaying symbols and characters7x10 Y click is a LED dot matrix display click, which can be used to display graphics or letters in a very simple and easy way. The click board has two LED dot matrix modules with 7x5 stylish, round, dot-like LED elements. These displays produce clean and uniform patterns since the elements are...	15.00
717	Display & LED	LED Matrix	MIKROE-2789	7x10 B Click	https://www.mikroe.com/7x10-b-click	70 blue LEDs for displaying symbols and characters7x10 B click is a LED dot matrix display click, which can be used to display graphics or letters in a very simple and easy way. The click board has two LED dot matrix modules with 7x5 stylish, round, dot-like LED elements. These displays produce clean and uniform patterns since the elements are...	9.75
718	Display & LED	LED Matrix	MIKROE-4115	10x10 RGB Click	https://www.mikroe.com/10x10-rgb-click	"10x10 RGB Click is a matrix of 100 ""intelligent"" RGB elements, forming a 10x10 display screen. These LED elements feature internal logic, which allows them to communicate directly with the MCU. These intelligent LEDs are meant to be cascaded: the elements communicate by a single line with the host MCU and they feature a signal reshaping section, so the..."	35.00
719	Display & LED	LED Matrix	MIKROE-4169	Dot Matrix R Click	https://www.mikroe.com/dot-matrix-r-click	Dot Matrix R Click is a display device Click board™ based on a four-digit dot matrix display module, labeled as HCMS-3906 from a company Avago (Broadcom Inc). The module holds four 5x7 dot matrices, with very closely spaced, bright red pixel elements. Characters are very clearly displayed as a result. Pixels emit a bright red color when lit, which makes...	55.00
720	Display & LED	LED Matrix	MIKROE-4771	8800 Retro Click	https://www.mikroe.com/8800-retro-click	8800 Retro Click is a compact add-on board that simplifies the control of multiple LEDs. This board features the AS1115, compact LED driver for 8x8 display screen programmed via a compatible 2-wire I2C interface from ASM-AG. The AS1115 includes an integrated BCD code-B/HEX decoder, multiplex scan circuitry, segment and display drivers, and 64-bit memory....	23.00
721	Display & LED	LED Segment	MIKROE-1201	7seg Click	https://www.mikroe.com/7seg-click	7seg click is an accessory board in mikroBUS form factor. It’s a compact and easy solution for adding 2-digit seven-segment display to your device.	10.00
722	Display & LED	LED Segment	MIKROE-1423	BarGraph Click	https://www.mikroe.com/bargraph-click	BarGraph click is a 10-segment bar graph display click, which uses a high-quality bar graph LED display. The bar graph display is a very popular device for displaying various properties, whether it be an audio level, current/voltage level, the position of the encoder, or any other property that can be displayed in a form of a bar graph. The segments of...	12.00
723	Display & LED	LED Segment	MIKROE-1851	AlphaNum G Click	https://www.mikroe.com/alphanum-g-click	AlphaNum click is a simple solution for adding 14-segment alphanumeric display to your device. The board carries two TLC5926 16-bit Constant-Current LED sink Drivers...	15.00
724	Display & LED	LED Segment	MIKROE-1864	AlphaNum R Click	https://www.mikroe.com/alphanum-r-click	AlphaNum click is a simple solution for adding 14-segment alphanumeric display to your device. The board carries two TLC5926 16-bit Constant-Current LED sink Drivers...	15.00
725	Display & LED	LED Segment	MIKROE-2269	BIG 7-SEG R Click	https://www.mikroe.com/big-7-seg-r-click	BIG 7-SEG R click is what you need if you want to add a seven-segment LED display to your project.This click features an SC10-21SRWA seven-segment display.	19.00
726	Display & LED	LED Segment	MIKROE-2479	LED Flash Click	https://www.mikroe.com/led-flash-click	LED Flash click functions as a high power LED flash, and carries the CAT3224 flash LED driver.The click is designed to run on a 5V power supply. It communicates with the target microcontroller over the following pins on the mikroBUS™ line: AN, RST, PWM, and INT.	34.00
727	Display & LED	LED Segment	MIKROE-2734	7-SEG RGB Click	https://www.mikroe.com/7-seg-rgb-click	7-SEG RGB click carries a full color single 7 segment digit display. The click is designed to run on either 3.3V or 5V power supply. It communicates with the target microcontroller over the CS, and PWM pin on the mikroBUS™ line.	36.00
728	Display & LED	LED Segment	MIKROE-2743	UT-L 7-SEG R Click	https://www.mikroe.com/ut-l-7-seg-r-click	Add a double 7 segment display to your next project.UT-L 7-SEG R click carries two SMD ultra thin LED 7-SEG displays and the MAX6969 constant-current LED driver from Analog Devices. The click is designed to run on either 3.3V or 5V power supply. It communicates with the target microcontroller over SPI interface.	29.00
729	Display & LED	LED Segment	MIKROE-2746	UT-M 7-SEG R Click	https://www.mikroe.com/ut-m-7-seg-r-click	Add a double 7 segment display to your next project.UT-M 7-SEG R click carries two SMD ultra thin LED 7-SEG displays and the MAX6969 constant-current LED driver from Analog Devices. The click is designed to run on either 3.3V or 5V power supply. It communicates with the target microcontroller over SPI interface.	27.00
730	Display & LED	LED Segment	MIKROE-2830	LED Flash 2 click	https://www.mikroe.com/led-flash-2-click	LED Flash 2 click is a powerful flash/torch click, featuring the MIC2870 from Microchip, a high-efficiency flash LED driver, optimized for driving one or two high-brightness camera flash LEDs. The MIC2870 IC can drive one high brightness LED up to 1.5A or two high brightness LEDs, up to 750mA each. Two high brightness LEDs are already mounted on the Led...	19.00
731	Display & LED	LED Segment	MIKROE-2840	UT-S 7-SEG R Click	https://www.mikroe.com/ut-s-7-seg-r-click	7-segment LED display is the most commonly used type of display to represent changing numerical values. The principle is very simple - seven LED segments are positioned in a certain shape and by turning specific segments on or off, the shape that resembles a specific number is lit. This method of displaying numbers was first used in the beginning of the...	13.00
732	Display & LED	LED Segment	MIKROE-3021	BarGraph 2 Click	https://www.mikroe.com/bargraph-2-click	BarGraph 2 click is a 10-segment bar graph display click, which uses a high-quality, multicolor bar graph LED display. The bar graph display is a very popular device for displaying various properties, whether it be an audio level, current/voltage level, position of the encoder, and generally any property that can be displayed in a form of a bar graph. The...	19.00
733	Display & LED	LED Segment	MIKROE-3078	RGB Driver Click	https://www.mikroe.com/rgb-driver-click	RGB Driver click is an RGB LED driver, capable of driving RGB LED stripes, LED fixtures and other RGB LED applications that demand an increased amount of current and voltage. Besides the NCP5623B IC, a triple output RGB LED driver IC which uses I2C interface for the communication with a microcontroller (MCU), this Click board™ is equipped with three...	15.00
734	Display & LED	LED Segment	MIKROE-3264	BarGraph 3 Click	https://www.mikroe.com/bargraph-3-click	BarGraph 3 click is equipped with a five-segment LED bar graph display, notable for its strong and uniform illumination of the segments. Each segment consists of three internal LEDs with a common cathode, while the anodes of all LEDs are connected in a single point. This reduces the number of the display bar pins to just six. The common anode is connected...	15.00
735	Display & LED	LED Segment	MIKROE-4782	BarGraph 4 Click	https://www.mikroe.com/bargraph-4-click	BarGraph 4 Click is a compact add-on board that contains four green four-segment LED bar graph displays. This board features the TLC59283, a 16-channel, constant-current sink light-emitting diode (LED) driver from Texas Instruments. Depending on the operating VCC, each channel can be individually controlled with a simple SPI serial communications protocol...	25.00
736	Display & LED	OLED	MIKROE-1585	OLED C Click	https://www.mikroe.com/oled-c-click	OLED C click is equipped with the 96x96 high-color OLED display. It can display up to 65K/262K different colors and shades on a compact 1.12 inch size display, based on the OLED technology. The OLED technology provides a very good brightness-to-contrast ratio, doesn’t require any backlight - since the pixel elements emit light on their own, better angle...	29.00
737	Display & LED	OLED	MIKROE-1649	OLED W Click	https://www.mikroe.com/oled-w-click	OLED W click carries a 96 x 39px white monochrome passive matrix OLED display. The display is bright, has a wide viewing angle and low power consumption.	24.00
738	Display & LED	OLED	MIKROE-1650	OLED B Click	https://www.mikroe.com/oled-b-click	OLED B Click is a compact add-on board that lets you add a small but bright and crisp display to your design. This board features the MI9639BO-B2, a 96x39px light blue monochrome passive matrix OLED display from Multi-Inno Technology. The display on OLED B Click board™ is 19.3x7.8mm with an integrated OLED controller, the SSD1306. This controller has...	24.00
739	Display & LED	OLED	MIKROE-2449	Oled Switch Click	https://www.mikroe.com/oled-switch-click	If you are building any type of human machine interface, OLED Switch click can help you keep the design simple, clear and interactive. It can be used in designing a control panel for an industrial machine… or a DIY arcade.	99.00
740	Display & LED	LCD	MIKROE-2453	LCD mini Click	https://www.mikroe.com/lcd-mini-click	LCD mini click displays 2x16 monochrome characters on an LMB162XFW LCD display. It features the MCP23S17 port expander and the MCP4161 digital potentiometer, both from Microchip.LCD mini click is designed to communicate with both 3.3V or 5V capable MCUs. It communicates with the target microcontroller over the SPI interface and the following pins on the...	19.00
741	Display & LED	LCD	MIKROE-3789	LCD Mono Click	https://www.mikroe.com/lcd-mono-click	LCD Mono Click is a Click board™ that uses the LS013B7DH03 LCD display from Sharp which combined with the EFM32, from Silicon Labs, and its energy saving capabilities creates a powerful display application. The application is capable of driving a 128x128 pixel display drawing as little as 2 µA while showing a static image. Even when updating the frame...	65.00
742	Miscellaneous	Relay	MIKROE-1370	RELAY Click	https://www.mikroe.com/relay-click	Dual relay Click board - control a wide range of high power applicationsRelay click is a dual relay Click board, which can be operated by the host MCU. This Click board™ offers an elegant and easy solution for controlling a wide range of high power applications. Since it is able to operate on mains voltage level, it can even be used control the power...	18.00
743	Miscellaneous	Relay	MIKROE-1899	Relay2 Click	https://www.mikroe.com/relay-2-click	Relay 2 click is a dual relay click board™, equipped with two single-pole solid state relays (SSR), built with the patented OptoMOS® technology. These SSR devices allow reasonably high current, up to 2A and voltage up to 30V (peak-to-peak). These relays also allow very fast switching time, thanks to the absence of any moving parts inside of them. Compared...	26.00
744	Miscellaneous	Relay	MIKROE-2481	FLICKER Click	https://www.mikroe.com/flicker-click	FLICKER click is the perfect, simple solution if you need to turn a device on and off at specific time intervals, like blinking LED commercials, alarm system lights, or any other signalling lights.	19.00
745	Miscellaneous	Relay	MIKROE-2154	Signal Relay Click	https://www.mikroe.com/signal-relay-click	Signal Relay click can be used for ON/OFF control in various devices. It carries four ultra-small GV5-1 PCB relays from Omron and runs on a 5V power supply. Signal Relay click communicates with the target MCU over the following mikroBUS pins: AN, RST, CS and PWM.	29.00
746	Miscellaneous	Relay	MIKROE-3357	Relay 3 Click	https://www.mikroe.com/relay-3-click	Relay click 3 is a dual relay Click board, featuring two single-pole double-throw relays which can be operated by output pins of the host microcontroller (MCU). It offers an elegant and easy solution for controlling a wide range of power applications. Two SRD-5VDC-SL-C relays used on this Click board™ are hermetically sealed relays which require 5V across...	18.00
747	Miscellaneous	Relay	MIKROE-4569	SolidSwitch Click	https://www.mikroe.com/solidswitch-click	SolidSwitch Click is a compact add-on board that contains load switch devices. This board features the TPS22918, four single-channel load switches from Texas Instruments. Every switch includes an N-channel MOSFET that operates over an input voltage range up to 5.5V and can support a maximum continuous current of 2 A. The switches are controlled by an...	25.00
748	Miscellaneous	Relay	MIKROE-5079	SolidSwitch 3 Click	https://www.mikroe.com/solidswitch-3-click	SolidSwitch 3 Click is a compact add-on board that contains a load switching device. This board features the BD8LB600FS-C, an automotive eight-channel low-side switch from Rohm Semiconductor. Every switch is controlled via an SPI interface and includes an N-channel MOSFET that supports a maximum current of 1A. The BD8LB600FS-C also has built-in protection...	15.00
749	Miscellaneous	Optocoupler	MIKROE-1196	OPTO Click	https://www.mikroe.com/opto-click	OPTO Click is an accessory board in mikroBUS form factor. It features two VO2630 dual channel, high speed optocoupler modules.	21.00
750	Miscellaneous	Optocoupler	MIKROE-3015	Opto 2 Click	https://www.mikroe.com/opto-2-click	Opto 2 click is a galvanic isolator Click board™, used to provide an optical isolation of sensitive microcontroller (MCU) pins, when operated by external signals. TLP2770 opto-isolation elements (optocouplers) can be driven with a very low current, down to 1.3mA (min). A choice of high-speed optocouplers allows Opto 2 click to be used on communication...	25.00
751	Miscellaneous	Optocoupler	MIKROE-3319	Opto 3 Click	https://www.mikroe.com/opto-3-click	Opto 3 click is a relay Click board™, equipped with two pairs of optically isolated solid-state relays (SSR). One pair of SSRs is used to provide a reinforced galvanic isolation for the external signals used to drive the microcontroller (MCU) pins, while the other pair of SSRs is used to allow the host MCU to drive some external equipment, allowing up to...	21.00
752	Miscellaneous	Optocoupler	MIKROE-3337	OPTO 4 Click	https://www.mikroe.com/opto-4-click	Opto 4 click is a galvanically isolated power switch, which uses a power MOSFET in combination with an optocoupler. The power MOSFET can withstand significant current due to its low ON resistance, allowing this Click board™ to be used with different kinds of power demanding applications. In addition, this Click board™ is equipped with the voltage limiting...	16.00
753	Miscellaneous	Optocoupler	MIKROE-4476	Opto 5 Click	https://www.mikroe.com/opto-5-click	Opto 5 Click is a compact add-on board that provides uncomplicated safety isolation from the high voltage. This board features the FOD4216, a random phase snubberless Triac driver from ON Semiconductor. The FOD4216 consists of an infrared emitting diode coupled to a hybrid random phase triac formed with two inverse parallel SCRs, which creates the triac...	15.00
754	Miscellaneous	ID	MIKROE-1819	UNIQUE ID Click	https://www.mikroe.com/unique-id-click	Unique ID click carries DS2401, an enhanced silicon serial number IC. It’s a low cost solution for providing a unique registration number to your design.	9.00
755	Miscellaneous	Proto	MIKROE-3083	Tester Click	https://www.mikroe.com/tester-click	Tester click is a Click board™ used as a diagnostic tool on the mikroBUS™ socket. It contains an array of 2x6 LEDs, which signalize the presence of the HIGH/LOW logic level on each pin, providing a visual feedback to the developer. Two additional LEDs indicate the presence of +3.3V and +5V on the mikroBUS™ power rails. This simple diagnostic tool can save...	6.00
756	Miscellaneous	Proto	MIKROE-1507	PROTO Click	https://www.mikroe.com/proto-click	PROTO click is an accessory board in mikroBUS form factor. It features 10x11 prototyping area as well as additional power pads.	4.50
757	Miscellaneous	Encryption	MIKROE-2761	Secure 3 Click	https://www.mikroe.com/secure-3-click	Secure 3 click carries the ATSHA204A, a cryptographic coprocessor with secure hardware-based key storage from Microchip. The click is designed to run on either 3.3V or 5V power supply. Secure 3 click communicates with the target microcontroller over an I2C interface. NOTE: The click comes with stacking headers which allow you to combine it with other...	9.00
758	Miscellaneous	Encryption	MIKROE-2522	Secure Click	https://www.mikroe.com/secure-click	Secure click carries the ATECC508A cryptographic coprocessor with secure hardware-based key storage. The click is designed to run on either 3.3V or 5V power supply. It communicates with the target microcontroller over I2C interface. NOTE: The click comes with stacking headers which allow you to combine it with other clicks more easily by using just one...	9.00
759	Miscellaneous	Encryption	MIKROE-2760	Secure 2 Click	https://www.mikroe.com/secure-2-click	Ensure all your projects are secureSecure 2 click carries the ATAES132A, a cryptographic coprocessor with secure hardware-based key storage from Microchip. The click is designed to run on either 3.3V or 5V power supply. Secure 2 click communicates with the target microcontroller over SPI and I2C interface, with additional functionality provided by the...	9.00
760	Miscellaneous	Encryption	MIKROE-2829	Secure 4 Click	https://www.mikroe.com/secure-4-click	Secure 4 click includes the ATECC608A, a secure CryptoAuthentication™ device from Microchip, which is equipped with an EEPROM array which can be used for storing of up to 16 keys, certificates, consumption logging, security configurations and other types of secure data. Access to the various sections of memory can be restricted in several different ways...	9.00
761	Miscellaneous	Encryption	MIKROE-3699	Secure 6 Click	https://www.mikroe.com/secure-6-click	Secure 6 Click includes the ATSHA204A, a secure CryptoAuthentication™ device from Microchip, which is equipped with an EEPROM array which can be used for storing of up to 16 keys, certificates, consumption logging, security configurations and other types of secure data. The ATSHA204A equipped on this click board™, supports the SWI interface with a...	7.00
762	Miscellaneous	Encryption	MIKROE-3746	Secure UDFN Click	https://www.mikroe.com/secure-udfn-click	Secure UDFN Click  is universal, socket based click board, specifically designed for the Microchip CryptoAuthentication™ devices in an 8-pin UDFN package. This click board™ supports the I2C, SPI, and the SWI interface based ICs from the CryptoAuthentication™ family with a flexible command set, that allows use in various security applications, including...	69.00
763	Miscellaneous	Encryption	MIKROE-3774	Secure 5 Click	https://www.mikroe.com/secure-5-click	Secure 5 Click includes the ATECC508A, a secure CryptoAuthentication™ device from Microchip, which is equipped with an EEPROM array which can be used for storing of up to 16 keys, certificates, consumption logging, security configurations and other types of secure data. The ATECC508A equipped on this click board™, supports the SWI interface with a...	7.00
764	Miscellaneous	Encryption	MIKROE-3788	Secure SOIC Click	https://www.mikroe.com/secure-soic-click	Secure SOIC Click is universal, socket based click board, specifically designed for the Microchip CryptoAuthentication™ devices in an 8-pin SOIC package. This click board™ supports the SPI, I2C, and the SWI interface based ICs from the CryptoAuthentication™ family with a flexible command set, that allows use in various security applications, including...	39.00
765	Miscellaneous	Encryption	MIKROE-3915	Secure 7 Click	https://www.mikroe.com/secure-7-click	Secure 7 Click carries the ATECC608A cryptographic coprocessor with secure hardware-based key storage, from Microchip. The ATECC608A includes an EEPROM array which can be used for storage of up to 16 keys, certificates, miscellaneous read/write, read-only or secret data, consumption logging, and security configurations. The ATECC608A equipped on this...	7.00
766	Miscellaneous	Encryption	MIKROE-4090	RNG Click	https://www.mikroe.com/rng-click	RNG Click is a random number generator (RNG) is a device that generates a sequence of numbers or symbols that cannot be reasonably predicted better than by a random chance. This Click board™ is true hardware random-number generator (HRNG), which generate genuinely random numbers. Random number generators have applications in gambling, statistical...	15.00
767	Miscellaneous	Encryption	MIKROE-4236	Trust M Click	https://www.mikroe.com/trust-m-click	Trust M Click is trust anchor add-on board for advanced security combined with high performance for connected devices that address individual needs in the field of embedded authentication, brand protection and further security applications. Its based on SLS 32AIA010 OPTIGA™ Trust M1 high-end security controller from Infineon, that features advanced...	8.00
768	Miscellaneous	Encryption	MIKROE-4656	Plug&Trust Click	https://www.mikroe.com/plugtrust-click	Plug&Trust Click is a compact add-on board that contains a ready-to-use IoT secure element solution. This board features the SE050C secure element IC NXP, which provides a root of trust at the IC level, and it gives an IoT system state-of-the-art, edge-to-cloud security capability. The SE050C allows for securely storing and provisioning credentials...	15.00
769	Mixed Signal	ADC	MIKROE-922	ADC Click	https://www.mikroe.com/adc-click	ADC Click carries the MCP3204 12-bit Analog-to-Digital converter. The click is designed to run on 3.3V by default. Place PWR SEL SMD jumper to 5V position if used with 5V systems. It communicates with the target microcontroller over SPI interface.	24.00
770	Mixed Signal	ADC	MIKROE-1893	ADC2 Click	https://www.mikroe.com/adc-2-click	ADC 2 click carries MCP3551, which is a 22-bit ADC with automatic internal offset and gain calibration. This high precision analog-to-digital converter has total unadjusted error of less than 10 ppm, and low-output noise of 2.5 µV RMS.	24.00
771	Mixed Signal	ADC	MIKROE-1915	Comparator Click	https://www.mikroe.com/comparator-click	Comparator Click, carrying the LM2903 IC from ON Semiconductor / Fairchild, has two independent precision voltage comparators. Two pairs of screw terminals allow you to connect separate inputs (additional two screw terminals are for GND connections).	12.00
772	Mixed Signal	ADC	MIKROE-1894	ADC 3 Click	https://www.mikroe.com/adc-3-click	ADC3 click carries Microchip’s MCP3428 16-bit multichannel analog-to-digital converter. The click has four pairs of screw terminals onboard, letting you access the chip’s four differential input channels.	22.00
773	Mixed Signal	ADC	MIKROE-2846	ADC 5 click	https://www.mikroe.com/adc-5-click	ADC 5 click is a Click board™ used to sample an analog voltage on the input and convert it to a digital information. ADC 5 click is equipped with the ADC121S021, a low power, single channel 12-bit CMOS analog to digital converter (ADC), with a high-speed serial interface. This device uses the SAR algorithm for sampling the input voltage which, coupled...	18.00
774	Mixed Signal	ADC	MIKROE-2879	ADC 4 Click	https://www.mikroe.com/adc-4-click	ADC 4 click is an advanced analog to digital multichannel converter, which can sample inputs from 16 single-ended channels or 8 differential input channel pairs. This device has a quite high sampling resolution of 24 bits and the output data rates can range from 5 SPS to 250 kSPS. Besides the internal 2.5V reference voltage source, ADC 4 click is also...	65.00
775	Mixed Signal	ADC	MIKROE-2932	ADC 6 Click	https://www.mikroe.com/adc-6-click	A precise ADC module with flexible signal routingADC 6 click is an advanced 24bit multichannel analog to digital converter (ADC), with 8 fully differential or 15 single ended/pseudo differential sampling inputs, and very flexible routing capabilities. The click board™ has two 2x10 pin headers, used both to configure the device and connect the input...	29.00
776	Mixed Signal	ADC	MIKROE-3115	ADC 7 Click	https://www.mikroe.com/adc-7-click	ADC 7 Click is an advanced 32-bit analog to digital converter (ADC) which uses the LTC2500-32, a 32-bit oversampling SAR ADC with a configurable digital filter. The filter provides several presets (selectable via the hardware pin), as well as programming of the filtering parameters, via the industry-standard SPI interface. The LTC2500-32 has some very...	115.00
777	Mixed Signal	ADC	MIKROE-3394	ADC 8 Click	https://www.mikroe.com/adc-8-click	ADC 8 Click is a high precision, low-power, 16-bit analog-to-digital converter (ADC), based around the ADS1115 IC. It is capable of sampling signals on four single-ended or two differential input channels. Although the ADS1115 cannot use an external reference, it incorporates a low-drift programmable voltage reference, along with the programmable gain...	21.00
778	Mixed Signal	ADC	MIKROE-4060	AN To PWM Click	https://www.mikroe.com/an-to-pwm-click	AN to PWM Click is a device that converts the value of the input analog signal with virtually any wave shape to a fixed frequency PWM voltage output, with a duty cycle proportional to the input voltage. It has a linear response, and by applying a signal with the voltage between -2.5V to +2.5V on its input, the Click board™ will generate a pulse width...	12.00
779	Mixed Signal	ADC	MIKROE-4088	ISO ADC Click	https://www.mikroe.com/iso-adc-click	The ISO ADC Click is add-on board current-shunt measurement device with isolated delta-sigma modulator. This Click board™ is based on AMC1204BDWR provide a single-chip solution for measuring the small signal of a shunt resistor across an isolated barrier from Texas Instruments. ISO ADC Click contains shunt resistor, these types of resistors are typically...	15.00
780	Mixed Signal	ADC	MIKROE-4105	ADC 9 Click	https://www.mikroe.com/adc-9-click	ADC 9 Click is 8th channel analog to digital converter expansion board, for projects where you have demand for multi channel ADC conversion such as microcontrollers with small number or none analog inputs. This Click board is based on MCP3564 a 24-bit Delta-Sigma Analog-to-Digital Converter with programmable data rate of up to 153.6 ksps from Microchip....	17.00
781	Mixed Signal	ADC	MIKROE-4166	ISO ADC 2 Click	https://www.mikroe.com/iso-adc-2-click	ISO ADC 2 Click is a compact add-on board that represents a completely isolated 12-bit, 300 kSPS data acquisition system. This board features the AD7091R, successive-approximation analog-to-digital converter (ADC) from Analog Devices. It uses the 3-wire SPI serial interface for data communication, achieving up to 1 MSPS throughput rate. This Click board™...	45.00
